Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
West Gear,1128299,2021-01-04 00:00:00,West,California,San Francisco,Men's Apparel,49,182,8918,5083.26,0.57000000000000006,Outlet
West Gear,1128299,2021-01-05 00:00:00,West,California,San Francisco,Women's Apparel,58,225,13050,3001.5,0.23000000000000001,Outlet
West Gear,1128299,2021-01-06 00:00:00,West,California,San Francisco,Men's Street Footwear,41,341,13981,6011.83,0.43000000000000005,Outlet
West Gear,1128299,2021-01-07 00:00:00,West,California,San Francisco,Men's Athletic Footwear,50,256,12800,3840,0.29999999999999999,Outlet
West Gear,1128299,2021-01-08 00:00:00,West,California,San Francisco,Women's Street Footwear,42,281,11802,5310.9,0.45000000000000001,Outlet
West Gear,1128299,2021-01-09 00:00:00,West,California,San Francisco,Women's Athletic Footwear,41,224,9184,3765.44,0.40999999999999998,Outlet
West Gear,1128299,2021-01-10 00:00:00,West,California,San Francisco,Men's Apparel,44,196,8624,5260.64,0.6100000000000001,Outlet
West Gear,1128299,2021-01-11 00:00:00,West,California,San Francisco,Women's Apparel,60,306,18360,4773.6,0.26000000000000001,Outlet
West Gear,1128299,2021-01-12 00:00:00,West,California,San Francisco,Men's Street Footwear,41,338,13858,5266.04,0.38,Outlet
West Gear,1128299,2021-01-13 00:00:00,West,California,San Francisco,Men's Athletic Footwear,49,263,12887,3092.88,0.24000000000000002,Outlet
West Gear,1128299,2021-01-14 00:00:00,West,California,San Francisco,Women's Street Footwear,46,264,12144,4857.6,0.40000000000000002,Outlet
West Gear,1128299,2021-01-15 00:00:00,West,California,San Francisco,Women's Athletic Footwear,46,247,11362,4090.32,0.35999999999999999,Outlet
West Gear,1128299,2021-01-16 00:00:00,West,California,San Francisco,Men's Apparel,44,240,10560,5913.6,0.56000000000000005,Outlet
West Gear,1128299,2021-01-17 00:00:00,West,California,San Francisco,Women's Apparel,56,264,14784,2808.96,0.19000000000000003,Outlet
West Gear,1128299,2021-01-18 00:00:00,West,California,San Francisco,Men's Street Footwear,45,302,13590,5436,0.40000000000000002,Outlet
West Gear,1128299,2021-01-19 00:00:00,West,California,San Francisco,Men's Athletic Footwear,47,278,13066,2874.52,0.22,Outlet
West Gear,1128299,2021-01-20 00:00:00,West,California,San Francisco,Women's Street Footwear,51,248,12648,4932.72,0.39000000000000001,Outlet
West Gear,1128299,2021-01-21 00:00:00,West,California,San Francisco,Women's Athletic Footwear,52,255,13260,4508.4,0.33999999999999997,Outlet
West Gear,1128299,2021-01-22 00:00:00,West,California,San Francisco,Men's Apparel,59,263,15517,8844.69,0.57000000000000006,Outlet
West Gear,1128299,2021-01-23 00:00:00,West,California,San Francisco,Women's Apparel,60,254,15240,3352.8,0.22000000000000003,Outlet
West Gear,1128299,2021-01-24 00:00:00,West,California,San Francisco,Men's Street Footwear,40,287,11480,4018,0.35000000000000003,Outlet
West Gear,1128299,2021-01-25 00:00:00,West,California,San Francisco,Men's Athletic Footwear,42,287,12054,2049.18,0.16999999999999998,Outlet
West Gear,1128299,2021-01-26 00:00:00,West,California,San Francisco,Women's Street Footwear,39,248,9672,3288.48,0.34000000000000002,Outlet
West Gear,1128299,2021-01-27 00:00:00,West,California,San Francisco,Women's Athletic Footwear,39,247,9633,2600.91,0.26999999999999996,Outlet
West Gear,1128299,2021-01-28 00:00:00,West,California,San Francisco,Men's Apparel,43,225,9675,4644,0.48000000000000009,Outlet
West Gear,1128299,2021-01-29 00:00:00,West,California,San Francisco,Women's Apparel,51,264,13464,2019.6,0.15000000000000002,Outlet
West Gear,1128299,2021-01-30 00:00:00,West,California,San Francisco,Men's Street Footwear,36,289,10404,3433.32,0.33000000000000007,Outlet
West Gear,1128299,2021-01-31 00:00:00,West,California,San Francisco,Men's Athletic Footwear,39,280,10920,1965.6,0.17999999999999999,Outlet
West Gear,1128299,2021-02-01 00:00:00,West,California,San Francisco,Women's Street Footwear,42,210,8820,2910.6,0.33000000000000007,Outlet
West Gear,1128299,2021-02-02 00:00:00,West,California,San Francisco,Women's Athletic Footwear,42,223,9366,2903.46,0.30999999999999994,Outlet
West Gear,1128299,2021-02-03 00:00:00,West,California,San Francisco,Men's Apparel,50,221,11050,5193.5,0.47000000000000008,Outlet
West Gear,1128299,2021-02-04 00:00:00,West,California,San Francisco,Women's Apparel,46,224,10304,1236.48,0.12000000000000001,Outlet
West Gear,1128299,2021-02-05 00:00:00,West,California,San Francisco,Men's Street Footwear,39,263,10257,3589.95,0.35000000000000003,Outlet
West Gear,1128299,2021-02-06 00:00:00,West,California,San Francisco,Men's Athletic Footwear,46,306,14076,2815.2,0.20000000000000001,Outlet
West Gear,1128299,2021-02-07 00:00:00,West,California,San Francisco,Women's Street Footwear,40,247,9880,3359.2,0.34000000000000002,Outlet
West Gear,1128299,2021-02-08 00:00:00,West,California,San Francisco,Women's Athletic Footwear,37,210,7770,2253.3,0.28999999999999998,Outlet
West Gear,1128299,2021-02-09 00:00:00,West,California,San Francisco,Men's Apparel,51,228,11628,5465.16,0.47000000000000008,Outlet
West Gear,1128299,2021-02-10 00:00:00,West,California,San Francisco,Women's Apparel,56,256,14336,2150.4,0.15000000000000002,Outlet
West Gear,1128299,2021-02-11 00:00:00,West,California,San Francisco,Men's Street Footwear,40,322,12880,4250.4,0.33000000000000007,Outlet
West Gear,1128299,2021-02-12 00:00:00,West,California,San Francisco,Men's Athletic Footwear,46,332,15272,3207.12,0.20999999999999999,Outlet
West Gear,1128299,2021-02-13 00:00:00,West,California,San Francisco,Women's Street Footwear,44,256,11264,3717.12,0.33000000000000007,Outlet
West Gear,1128299,2021-02-14 00:00:00,West,California,San Francisco,Women's Athletic Footwear,40,271,10840,3252,0.29999999999999999,Outlet
West Gear,1128299,2021-02-15 00:00:00,West,California,San Francisco,Men's Apparel,43,245,10535,5478.2,0.52000000000000002,Outlet
West Gear,1128299,2021-02-16 00:00:00,West,California,San Francisco,Women's Apparel,50,256,12800,2176,0.17000000000000001,Outlet
Kohl's,1189833,2021-02-17 00:00:00,West,California,San Francisco,Men's Street Footwear,26,224,5824,2504.32,0.43000000000000005,Outlet
Kohl's,1189833,2021-02-18 00:00:00,West,California,San Francisco,Men's Athletic Footwear,35,224,7840,2352,0.29999999999999999,Outlet
Kohl's,1189833,2021-03-09 00:00:00,West,California,San Francisco,Women's Street Footwear,36,217,7812,3281.04,0.42000000000000004,Outlet
Kohl's,1189833,2021-03-10 00:00:00,West,California,San Francisco,Women's Athletic Footwear,33,182,6006,2282.28,0.38,Outlet
Kohl's,1189833,2021-03-11 00:00:00,West,California,Los Angeles,Men's Apparel,36,155,5580,3292.2,0.59000000000000008,Outlet
Kohl's,1189833,2021-03-12 00:00:00,West,California,Los Angeles,Women's Apparel,29,210,6090,1400.7,0.23000000000000001,Outlet
Kohl's,1189833,2021-03-13 00:00:00,West,California,Los Angeles,Men's Street Footwear,28,240,6720,3091.2,0.46000000000000002,Outlet
Kohl's,1189833,2021-03-14 00:00:00,West,California,Los Angeles,Men's Athletic Footwear,30,215,6450,1999.5,0.31,Outlet
Kohl's,1189833,2021-03-15 00:00:00,West,California,Los Angeles,Women's Street Footwear,33,223,7359,3090.78,0.42000000000000004,Outlet
Kohl's,1189833,2021-03-16 00:00:00,West,California,Los Angeles,Women's Athletic Footwear,34,179,6086,2495.26,0.40999999999999998,Outlet
Kohl's,1189833,2021-03-17 00:00:00,West,California,Los Angeles,Men's Apparel,40,140,5600,3192,0.57000000000000006,Outlet
Kohl's,1189833,2021-03-18 00:00:00,West,California,Los Angeles,Women's Apparel,32,208,6656,1730.56,0.26000000000000001,Outlet
Kohl's,1189833,2021-03-19 00:00:00,West,California,Los Angeles,Men's Street Footwear,24,264,6336,2787.84,0.44,Outlet
Kohl's,1189833,2021-03-20 00:00:00,West,California,Los Angeles,Men's Athletic Footwear,36,228,8208,2298.24,0.28000000000000003,Outlet
Kohl's,1189833,2021-03-21 00:00:00,West,California,Los Angeles,Women's Street Footwear,33,221,7293,3354.78,0.46000000000000002,Outlet
Kohl's,1189833,2021-03-22 00:00:00,West,California,Los Angeles,Women's Athletic Footwear,36,176,6336,2471.04,0.38999999999999996,Outlet
Kohl's,1189833,2021-03-23 00:00:00,West,California,Los Angeles,Men's Apparel,36,128,4608,2718.72,0.59000000000000008,Outlet
Kohl's,1189833,2021-04-06 00:00:00,West,California,Los Angeles,Women's Apparel,33,194,6402,1472.46,0.23000000000000001,Outlet
Kohl's,1189833,2021-04-07 00:00:00,West,California,Los Angeles,Men's Street Footwear,31,248,7688,3536.48,0.46000000000000002,Outlet
Kohl's,1189833,2021-04-08 00:00:00,West,California,Los Angeles,Men's Athletic Footwear,34,210,7140,2070.6,0.28999999999999998,Outlet
Kohl's,1189833,2021-04-09 00:00:00,West,California,Los Angeles,Women's Street Footwear,38,206,7828,3679.16,0.47000000000000003,Outlet
Kohl's,1189833,2021-04-10 00:00:00,West,California,Los Angeles,Women's Athletic Footwear,31,173,5363,2037.94,0.38,Outlet
Kohl's,1189833,2021-04-11 00:00:00,West,California,Los Angeles,Men's Apparel,38,149,5662,3453.82,0.6100000000000001,Outlet
Kohl's,1189833,2021-04-12 00:00:00,West,California,Los Angeles,Women's Apparel,49,198,9702,2619.54,0.27000000000000002,Outlet
Kohl's,1189833,2021-04-13 00:00:00,West,California,Los Angeles,Men's Street Footwear,32,240,7680,3609.6,0.47000000000000003,Outlet
Kohl's,1189833,2021-04-14 00:00:00,West,California,Los Angeles,Men's Athletic Footwear,34,221,7514,2254.2,0.29999999999999999,Outlet
Kohl's,1189833,2021-04-15 00:00:00,West,California,Los Angeles,Women's Street Footwear,36,215,7740,3483,0.45000000000000001,Outlet
Kohl's,1189833,2021-04-16 00:00:00,West,California,Los Angeles,Women's Athletic Footwear,33,193,6369,2420.22,0.38,Outlet
Kohl's,1189833,2021-04-17 00:00:00,West,California,Los Angeles,Men's Apparel,38,140,5320,3138.8,0.59000000000000008,Outlet
Kohl's,1189833,2021-04-18 00:00:00,West,California,Los Angeles,Women's Apparel,43,206,8858,1948.76,0.22,Outlet
Kohl's,1189833,2021-04-19 00:00:00,West,California,Los Angeles,Men's Street Footwear,36,297,10692,4704.48,0.44,Outlet
Kohl's,1189833,2021-04-20 00:00:00,West,California,Los Angeles,Men's Athletic Footwear,35,225,7875,2362.5,0.29999999999999999,Outlet
Kohl's,1189833,2021-04-21 00:00:00,West,California,Los Angeles,Women's Street Footwear,35,233,8155,3425.1,0.42000000000000004,Outlet
Kohl's,1189833,2021-04-22 00:00:00,West,California,Los Angeles,Women's Athletic Footwear,32,194,6208,2296.96,0.37,Outlet
Kohl's,1189833,2021-04-23 00:00:00,West,California,Los Angeles,Men's Apparel,39,165,6435,3861,0.60000000000000009,Outlet
Kohl's,1189833,2021-04-24 00:00:00,West,California,Los Angeles,Women's Apparel,48,264,12672,2787.84,0.22,Outlet
Kohl's,1189833,2021-04-25 00:00:00,West,California,Los Angeles,Men's Street Footwear,30,285,8550,4018.5,0.47000000000000003,Outlet
Kohl's,1189833,2021-04-26 00:00:00,West,California,Los Angeles,Men's Athletic Footwear,37,272,10064,2918.56,0.28999999999999998,Outlet
Kohl's,1189833,2021-04-27 00:00:00,West,California,Los Angeles,Women's Street Footwear,33,240,7920,3643.2,0.46000000000000002,Outlet
Kohl's,1189833,2021-04-28 00:00:00,West,California,Los Angeles,Women's Athletic Footwear,29,228,6612,2644.8,0.39999999999999997,Outlet
Kohl's,1189833,2021-04-29 00:00:00,West,California,Los Angeles,Men's Apparel,38,224,8512,5107.2,0.60000000000000009,Outlet
Kohl's,1189833,2021-04-30 00:00:00,West,California,Los Angeles,Women's Apparel,51,224,11424,2627.52,0.23000000000000001,Outlet
Kohl's,1189833,2021-05-01 00:00:00,West,California,Los Angeles,Men's Street Footwear,36,306,11016,4957.2,0.45000000000000001,Outlet
Kohl's,1189833,2021-05-02 00:00:00,West,California,Los Angeles,Men's Athletic Footwear,41,264,10824,3355.44,0.31,Outlet
Kohl's,1189833,2021-05-03 00:00:00,West,California,Los Angeles,Women's Street Footwear,34,232,7888,3470.72,0.44,Outlet
Kohl's,1189833,2021-05-04 00:00:00,West,California,Los Angeles,Women's Athletic Footwear,36,223,8028,3050.64,0.38,Outlet
Kohl's,1189833,2021-05-05 00:00:00,West,California,Los Angeles,Men's Apparel,43,230,9890,6131.8,0.62000000000000011,Outlet
Kohl's,1189833,2021-05-06 00:00:00,West,California,Los Angeles,Women's Apparel,46,208,9568,2200.64,0.23000000000000001,Outlet
Kohl's,1189833,2021-05-07 00:00:00,West,California,Los Angeles,Men's Street Footwear,38,289,10982,5051.72,0.46000000000000002,Outlet
Kohl's,1189833,2021-05-08 00:00:00,West,California,Los Angeles,Men's Athletic Footwear,39,264,10296,2779.92,0.27000000000000002,Outlet
Kohl's,1189833,2021-05-09 00:00:00,West,California,Los Angeles,Women's Street Footwear,38,210,7980,3591,0.45000000000000001,Outlet
Kohl's,1189833,2021-05-10 00:00:00,West,California,Los Angeles,Women's Athletic Footwear,39,195,7605,3042,0.39999999999999997,Outlet
Kohl's,1189833,2021-05-11 00:00:00,West,California,Los Angeles,Men's Apparel,44,195,8580,5319.6,0.62000000000000011,Outlet
Kohl's,1189833,2021-05-12 00:00:00,West,California,Los Angeles,Women's Apparel,49,210,10290,2263.8,0.22,Outlet
Kohl's,1189833,2021-05-13 00:00:00,West,California,Los Angeles,Men's Street Footwear,36,256,9216,4331.52,0.47000000000000003,Outlet
Kohl's,1189833,2021-05-14 00:00:00,West,California,Los Angeles,Men's Athletic Footwear,43,264,11352,3405.6,0.29999999999999999,Outlet
Kohl's,1189833,2021-05-15 00:00:00,West,California,Los Angeles,Women's Street Footwear,33,208,6864,2882.88,0.42000000000000004,Outlet
Kohl's,1189833,2021-05-16 00:00:00,West,California,Los Angeles,Women's Athletic Footwear,33,213,7029,2952.18,0.41999999999999998,Outlet
Kohl's,1189833,2021-05-17 00:00:00,West,California,Los Angeles,Men's Apparel,46,210,9660,5989.2,0.62000000000000011,Outlet
Kohl's,1189833,2021-05-18 00:00:00,West,California,Los Angeles,Women's Apparel,46,208,9568,2296.32,0.24000000000000002,Outlet
Kohl's,1189833,2021-05-19 00:00:00,West,California,Los Angeles,Men's Street Footwear,40,272,10880,5004.8,0.46000000000000002,Outlet
Kohl's,1189833,2021-05-20 00:00:00,West,California,Los Angeles,Men's Athletic Footwear,42,264,11088,3326.4,0.29999999999999999,Outlet
Kohl's,1189833,2021-05-21 00:00:00,West,California,Los Angeles,Women's Street Footwear,35,223,7805,3590.3,0.46000000000000002,Outlet
Kohl's,1189833,2021-05-22 00:00:00,West,California,Los Angeles,Women's Athletic Footwear,33,221,7293,3063.06,0.41999999999999998,Outlet
Kohl's,1189833,2021-05-23 00:00:00,West,California,Los Angeles,Men's Apparel,46,204,9384,5348.88,0.57000000000000006,Outlet
Kohl's,1189833,2021-05-24 00:00:00,West,California,Los Angeles,Women's Apparel,49,238,11662,2798.88,0.24000000000000002,Outlet
Kohl's,1189833,2021-05-25 00:00:00,West,California,Los Angeles,Men's Street Footwear,39,315,12285,5651.1,0.46000000000000002,Outlet
Kohl's,1189833,2021-05-26 00:00:00,West,California,Los Angeles,Men's Athletic Footwear,42,288,12096,3386.88,0.28000000000000003,Outlet
Kohl's,1189833,2021-05-27 00:00:00,West,California,Los Angeles,Women's Street Footwear,39,231,9009,4144.14,0.46000000000000002,Outlet
Kohl's,1189833,2021-05-28 00:00:00,West,California,Los Angeles,Women's Athletic Footwear,35,224,7840,3136,0.39999999999999997,Outlet
Kohl's,1189833,2021-05-29 00:00:00,West,California,Los Angeles,Men's Apparel,43,219,9417,5838.54,0.62000000000000011,Outlet
Kohl's,1189833,2021-05-30 00:00:00,West,California,Los Angeles,Women's Apparel,44,232,10208,2552,0.25,Outlet
Foot Locker,1185732,2021-05-31 00:00:00,West,California,Los Angeles,Men's Street Footwear,36,147,5292,2381.4,0.45000000000000001,Outlet
Foot Locker,1185732,2021-06-01 00:00:00,West,California,Los Angeles,Men's Athletic Footwear,31,91,2821,1156.61,0.40999999999999998,Outlet
Foot Locker,1185732,2021-06-02 00:00:00,West,California,Los Angeles,Women's Street Footwear,24,94,2256,879.84,0.38999999999999996,Outlet
Foot Locker,1185732,2021-06-03 00:00:00,West,California,Los Angeles,Women's Athletic Footwear,27,41,1107,509.22,0.46000000000000002,Outlet
Sports Direct,1197831,2021-08-15 00:00:00,South,Texas,Dallas,Men's Apparel,26,113,2938,793.26,0.27000000000000002,Outlet
Sports Direct,1197831,2021-08-16 00:00:00,South,Texas,Dallas,Women's Apparel,24,163,3912,1877.76,0.47999999999999998,Outlet
Sports Direct,1197831,2021-08-17 00:00:00,South,Texas,Dallas,Men's Street Footwear,19,230,4370,1398.4,0.32000000000000001,Outlet
Sports Direct,1197831,2021-08-18 00:00:00,South,Texas,Dallas,Men's Athletic Footwear,23,215,4945,1780.2,0.35999999999999999,Outlet
Sports Direct,1197831,2021-08-19 00:00:00,South,Texas,Dallas,Women's Street Footwear,27,143,3861,1351.35,0.34999999999999998,Outlet
Sports Direct,1197831,2021-08-20 00:00:00,South,Texas,Dallas,Women's Athletic Footwear,28,136,3808,1713.6,0.45000000000000001,Outlet
Sports Direct,1197831,2021-08-21 00:00:00,South,Texas,Dallas,Men's Apparel,26,93,2418,773.76,0.32000000000000001,Outlet
Sports Direct,1197831,2021-08-22 00:00:00,South,Texas,Dallas,Women's Apparel,26,155,4030,2055.3,0.51000000000000001,Outlet
Sports Direct,1197831,2021-08-23 00:00:00,South,Texas,Dallas,Men's Street Footwear,21,203,4263,1662.57,0.38999999999999996,Outlet
Sports Direct,1197831,2021-08-24 00:00:00,South,Texas,Dallas,Men's Athletic Footwear,31,236,7316,2926.4,0.39999999999999997,Outlet
Sports Direct,1197831,2021-08-25 00:00:00,South,Texas,Dallas,Women's Street Footwear,20,155,3100,1178,0.38,Outlet
Sports Direct,1197831,2021-08-26 00:00:00,South,Texas,Dallas,Women's Athletic Footwear,26,140,3640,1710.8,0.47000000000000003,Outlet
Sports Direct,1197831,2021-08-27 00:00:00,South,Texas,Dallas,Men's Apparel,29,96,2784,1030.08,0.37,Outlet
Sports Direct,1197831,2021-08-28 00:00:00,South,Texas,Dallas,Women's Apparel,27,153,4131,2230.74,0.54000000000000004,Outlet
Sports Direct,1197831,2021-08-29 00:00:00,South,Texas,Dallas,Men's Street Footwear,13,231,3003,1201.2,0.39999999999999997,Outlet
Sports Direct,1197831,2021-08-30 00:00:00,South,Texas,Dallas,Men's Athletic Footwear,21,210,4410,1764,0.39999999999999997,Outlet
Sports Direct,1197831,2021-08-31 00:00:00,South,Texas,Dallas,Women's Street Footwear,20,179,3580,1396.2,0.38999999999999996,Outlet
Sports Direct,1197831,2021-09-01 00:00:00,South,Texas,Dallas,Women's Athletic Footwear,20,149,2980,1460.2,0.48999999999999999,Outlet
Sports Direct,1197831,2021-09-02 00:00:00,South,Texas,Dallas,Men's Apparel,26,107,2782,1001.52,0.35999999999999999,Outlet
Sports Direct,1197831,2021-09-03 00:00:00,South,Texas,Dallas,Women's Apparel,22,210,4620,2633.4,0.57000000000000006,Outlet
Sports Direct,1197831,2021-09-04 00:00:00,South,Texas,Dallas,Men's Street Footwear,13,233,3029,1151.02,0.38,Outlet
Sports Direct,1197831,2021-09-05 00:00:00,South,Texas,Dallas,Men's Athletic Footwear,22,248,5456,2291.52,0.41999999999999998,Outlet
Sports Direct,1197831,2021-09-06 00:00:00,South,Texas,Dallas,Women's Street Footwear,19,200,3800,1520,0.39999999999999997,Outlet
Sports Direct,1197831,2021-09-07 00:00:00,South,Texas,Dallas,Women's Athletic Footwear,27,182,4914,2407.86,0.48999999999999999,Outlet
Sports Direct,1197831,2021-09-08 00:00:00,South,Texas,Dallas,Men's Apparel,38,153,5814,2093.04,0.35999999999999999,Outlet
Sports Direct,1197831,2021-09-09 00:00:00,South,Texas,Dallas,Women's Apparel,34,264,8976,4667.52,0.52000000000000002,Outlet
Sports Direct,1197831,2021-09-10 00:00:00,South,Texas,Dallas,Men's Street Footwear,30,256,7680,2841.6,0.37,Outlet
Sports Direct,1197831,2021-09-11 00:00:00,South,Texas,Dallas,Men's Athletic Footwear,40,280,11200,4592,0.40999999999999998,Outlet
Sports Direct,1197831,2021-09-12 00:00:00,South,Texas,Dallas,Women's Street Footwear,30,215,6450,2515.5,0.38999999999999996,Outlet
Sports Direct,1197831,2021-09-13 00:00:00,South,Texas,Dallas,Women's Athletic Footwear,29,192,5568,2728.32,0.48999999999999999,Outlet
Sports Direct,1197831,2021-09-14 00:00:00,South,Texas,Dallas,Men's Apparel,40,150,6000,2220,0.37,Outlet
Sports Direct,1197831,2021-09-15 00:00:00,South,Texas,Dallas,Women's Apparel,42,280,11760,6468,0.55000000000000004,Outlet
Sports Direct,1197831,2021-09-16 00:00:00,South,Texas,Dallas,Men's Street Footwear,34,256,8704,3655.68,0.41999999999999998,Outlet
Sports Direct,1197831,2021-09-17 00:00:00,South,Texas,Dallas,Men's Athletic Footwear,34,264,8976,3769.92,0.41999999999999998,Outlet
Sports Direct,1197831,2021-09-18 00:00:00,South,Texas,Dallas,Women's Street Footwear,33,322,10626,4462.92,0.41999999999999998,Outlet
